delivery;item;item_category;created_by;time;created_on;material;material_group;plant;storage_location;delivery_quantity;base_unit_of_measure;actual_delivery_qty;item_description;reference_document;reference_item;movement_type;overall_status;item_1;billing_item;packing_item;picking_putaway_item;delivery_item;goods_mvt_item;goods_movement_status;shipping_point_receiving_pt;delivery_type;delivery_date;incoterms;changed_by;changed_on;bill_of_lading;supplier;document_date;act_goods_movement_date;external_delivery_id
180033624;20;ZELN;CHIUA;20:14:07;2026-05-29;9050057005;6002;1786;178A;4620;EA;4620;DEO CREAM 3OZ TUBE PEONY;4500015823;100;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-29;EXW;BLANTOS;2026-05-29 00:00:00;;1000776;2026-05-29;2026-05-28;
180033630;10;ZELN;SAP_WFRT;21:35:05;2026-05-29;9050083202;6001;1786;178A;25800;EA;25800;LUME SWEAT CREAM TUBE 3.0OZ LAVENDER;4500017039;10;109;A;C;C;C;C;C;C;A;1786;ZEL;2026-05-25;EXW;;00:00:00;2152591;1010837;2026-05-26;;2605SDH00089584
180033632;10;ELN;SAP_WFRT;04:03:50;2026-05-30;9150240301;6002;7815;178A;1400;EA;1400;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-29;DAP;SAP_WFRT;2026-05-30 00:00:00;99999999;1003563;2026-05-30;2026-05-30;3112390
180033634;10;ELN;SIDDIQZ;05:00:10;2026-05-30;9150240301;6002;7815;178A;4760;EA;4760;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-30;DAP;SIDDIQZ;2026-05-30 00:00:00;99999999;1003563;2026-05-30;2026-05-30;3112390
180033635;10;ELN;SIDDIQZ;05:00:10;2026-05-30;9150240301;6002;7815;178A;280;EA;280;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-30;DAP;SIDDIQZ;2026-05-30 00:00:00;99999999;1003563;2026-05-30;2026-05-30;3112390
180033636;10;ZELN;SAP_WFRT;08:55:06;2026-05-30;9050085901;1007;7101;171A;69120;EA;69120;F '23 DISPO DERMAPLANE LILAC 3CT US;4500016517;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;SAP_WFRT;2026-05-30 00:00:00;SZCHI5411967;1010267;2026-05-28;;78
180033637;10;ZELN;SAP_WFRT;09:20:05;2026-05-30;6110103501;1;1114;111A;480000;EA;480000;LABEL, EU/UK OBELIS ADDRESS STICKER;4500017337;10;109;A;C;C;C;C;C;C;A;111E;ZEL;2026-06-30;EXW;SAP_WFRT;2026-05-30 00:00:00;UPS:1ZB608W70414472424;1001443;2026-05-29;;57
180033638;10;ZELN;SAP_WFRT;09:30:06;2026-05-30;6110103601;1;1113;111A;5000;EA;5000;LABEL, EU/UK COVERUP STICKER;4500017338;20;109;A;C;C;C;C;C;C;A;111E;ZEL;2026-06-30;EXW;SAP_WFRT;2026-05-30 00:00:00;UPS:1ZB608W70426523534;1001443;2026-05-29;;59
180033641;10;ZELN;CHIUA;13:35:04;2026-06-01;9200000103;1002;9999;171A;100000;EA;100000;DISPOSABLE 3B RAZOR, ROYAL BLUE;4500016474;10;109;C;C;C;C;C;C;C;C;9999;ZEL;2026-05-30;EXW;CHIUA;2026-06-01 00:00:00;;1009011;2026-05-30;2026-05-30;
180033641;20;ZELN;CHIUA;13:35:04;2026-06-01;9200000104;1002;9999;171A;100000;EA;100000;DISPOSABLE 3B RAZOR, RED;4500016475;10;109;C;C;C;C;C;C;C;C;9999;ZEL;2026-05-30;EXW;CHIUA;2026-06-01 00:00:00;;1009011;2026-05-30;2026-05-30;
180033641;30;ZELN;CHIUA;13:35:04;2026-06-01;9200000105;1002;9999;171A;100000;EA;100000;DISPOSABLE 3B RAZOR, GREEN;4500016476;10;109;C;C;C;C;C;C;C;C;9999;ZEL;2026-05-30;EXW;CHIUA;2026-06-01 00:00:00;;1009011;2026-05-30;2026-05-30;
180033649;10;ZELN;SAP_WFRT;15:20:05;2026-06-01;9050096802;5001;1711;171A;14820;EA;14820;H '26 EXFOLIATING FACE WASH 5.1OZ US;4500015463;10;109;B;C;C;C;C;C;C;B;1711;ZEL;2026-05-31;EXW;SAP_WFRT;2026-06-03 00:00:00;555286476;1000776;2026-05-29;2026-06-02;4000
180033650;10;ZELN;SAP_WFRT;15:35:05;2026-06-01;9050096802;5001;1711;171A;1200;EA;1200;H '26 EXFOLIATING FACE WASH 5.1OZ US;4500015463;10;109;A;C;C;C;C;C;C;A;1711;ZEL;2026-05-31;EXW;;00:00:00;555287565;1000776;2026-05-29;;4005
180033653;10;ZELN;CHIUA;16:11:54;2026-06-01;6350034501;1;9997;178A;50292;EA;50292;PKG BODY WASH 7OZ TUBE UNSCENTED FC R3;4500016020;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;20;ZELN;CHIUA;16:11:54;2026-06-01;6350034602;1;9997;178A;50673;EA;50673;PKG BODY WASH 7OZ TUBE LAVENDER FC R3;4500016020;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;30;ZELN;CHIUA;16:11:54;2026-06-01;6350034703;1;9997;178A;50292;EA;50292;PKG BODY WASH 7OZ TUBE TANGERINE FC R3;4500016020;30;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;40;ZELN;CHIUA;16:11:54;2026-06-01;6350014102;1;9997;178A;50292;EA;50292;PKG BODY WASH 8.5 OZ TUBE LAVENDER R3;4500016020;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;50;ZELN;CHIUA;16:11:54;2026-06-01;6350014203;1;9997;178A;70104;EA;70104;PKG BODY WAS 8.5 OZ TUBE TANGERINE R3;4500016020;50;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;60;ZELN;CHIUA;16:11:54;2026-06-01;6350014405;1;9997;178A;25908;EA;25908;PKG BODY WAS 8.5 OZ TUBE PEONY R3;4500016020;70;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;70;ZELN;CHIUA;16:11:54;2026-06-01;6350005801;1;9997;178A;55245;EA;55245;PKG BODY WASH 8.5 OZ TUBE UNSCENTED R3;4500016020;80;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033653;80;ZELN;CHIUA;16:11:54;2026-06-01;6350013523;1;9997;178A;6477;EA;6477;PKG MANDO BODY WASH 8.5 OZ PRO SPORT R3;4500016020;100;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-26;EXW;CHIUA;2026-06-01 00:00:00;;1000019;2026-05-26;2026-05-26;
180033655;10;ZELN;SAP_WFRT;17:20:06;2026-06-01;9050096802;5001;1712;171A;632;EA;632;H '26 EXFOLIATING FACE WASH 5.1OZ US;4500015463;40;109;A;C;C;C;C;C;C;A;1712;ZEL;2026-05-31;EXW;SAP_WFRT;2026-06-01 00:00:00;555287565;1000776;2026-05-29;;4011
180033657;10;ELN;SAP_WFRT;17:41:44;2026-06-01;9150240301;6002;7815;178A;280;EA;280;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-31;DAP;SAP_WFRT;2026-06-01 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3112411
180033658;10;ELN;SIDDIQZ;18:00:30;2026-06-01;9150240301;6002;7815;178A;2800;EA;2800;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-01;DAP;SIDDIQZ;2026-06-01 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3112411
180033659;10;ELN;SIDDIQZ;18:00:31;2026-06-01;9150240301;6002;7815;178A;5320;EA;5320;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-01;DAP;SIDDIQZ;2026-06-01 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3112411
180033662;10;ELN;SAP_WFRT;19:05:26;2026-06-01;9150197601;1001;1722;171A;5627;EA;5627;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-05-31;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3127136
180033663;10;ELN;SAP_WFRT;19:05:27;2026-06-01;9150197601;1001;1722;171A;3373;EA;3373;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-05-31;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3127136
180033671;10;ELN;SAP_WFRT;21:16:51;2026-06-01;9150240301;6002;7816;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-31;DAP;SAP_WFRT;2026-06-01 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3129269
180033672;10;ELN;SAP_WFRT;21:44:16;2026-06-01;9150197601;1001;1721;171A;4680;EA;4680;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-05-31;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-01;2026-06-01;3129177
180033678;10;ELN;HUGHESJ;02:00:46;2026-06-02;9050124104;6002;7803;178A;6660;EA;6660;LUME DEO SPRAY 3.6 OZ COCONUT;4500017167;10;101;C;C;C;C;C;C;C;C;7803;EL;2026-05-07;DAP;FINERB;2026-06-18 00:00:00;260602214913;1787;2026-05-30;2026-05-31;0080199535
180033680;10;ELN;BATCH_USER;03:25:35;2026-06-02;9050121901;1001;7101;171A;5580;EA;5580;H '26 TRUMAN VP 7CT G2++ EMBER US RTL;4500017469;10;101;C;C;C;C;C;C;C;C;7101;EL;2026-06-01;DAP;PUSHIEK;2026-06-15 00:00:00;8128380971;1722;2026-06-01;2026-06-04;0080198922
180033680;20;ELN;BATCH_USER;03:25:35;2026-06-02;9050099305;1001;7101;171A;9720;EA;9720;H '25 TRUMAN PACK G2++ GLACIER NA RTL;4500017469;20;101;C;C;C;C;C;C;C;C;7101;EL;2026-06-01;DAP;PUSHIEK;2026-06-15 00:00:00;8128380971;1722;2026-06-01;2026-06-04;0080198922
180033680;30;ELN;BATCH_USER;03:25:35;2026-06-02;9050068801;1001;7101;171A;57600;EA;57600;F' 8CT REFILL - DOLPHIN REFRESH 2023;4500017469;30;101;A;C;C;C;C;C;C;A;7101;EL;2026-06-01;DAP;PUSHIEK;2026-06-15 00:00:00;8128380971;1722;2026-06-01;2026-06-04;0080198922
180033680;40;ELN;BATCH_USER;03:25:35;2026-06-02;9050088704;1001;7101;171A;9768;EA;9768;F '25 MOISTURE+ REFILL 8CT US RTL;4500017469;40;101;A;C;C;C;C;C;C;A;7101;EL;2026-06-01;DAP;PUSHIEK;2026-06-15 00:00:00;8128380971;1722;2026-06-01;2026-06-04;0080198922
180033681;10;ELN;SAP_WFRT;04:01:19;2026-06-02;9150197601;1001;1722;171A;3600;EA;3600;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-01;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3127137
180033684;10;ZELN;TEST_PEOUM;04:57:51;2026-06-02;9050131610;6002;7803;178A;12876;EA;12876;LUME DEO SPRAY 3.6 OZ POWDER R1;4500017198;20;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-06-02;EXW;PUSHIEK;2026-06-09 00:00:00;;1010516;2026-06-02;2026-06-02;
180033684;20;ZELN;TEST_PEOUM;04:57:51;2026-06-02;9050131023;6002;7803;178A;48840;EA;48840;MANDO DEO SPRAY 3.6 OZ PRO SPORT R1;4500017198;40;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-06-02;EXW;PUSHIEK;2026-06-09 00:00:00;;1010516;2026-06-02;2026-06-02;
180033685;10;ZELN;SAP_WFRT;12:20:05;2026-06-02;9050068701;1001;7101;171A;77760;EA;77760;F' 4CT REFILL - DOLPHIN REFRESH 2023;4500016347;10;109;C;C;C;C;C;C;C;C;7101;ZEL;2026-06-04;EXW;SAP_WFRT;2026-06-03 00:00:00;554753506;1005970;2026-06-01;2026-06-03;179027
180033694;10;ZELN;COLEYC;15:51:50;2026-06-02;6360056801;1;1114;111A;10800;EA;10800;MYLAR BAG, H' OG UK/EU - GREY;4500015875;10;109;C;C;C;C;C;C;C;C;111E;ZEL;2026-05-27;EXW;COLEYC;2026-06-02 00:00:00;;1004968;2026-05-27;2026-05-27;
180033694;20;ZELN;COLEYC;15:51:50;2026-06-02;6360052101;1;1114;111A;0;EA;0;MYLAR BAG, H' PLUS UK/EU - BLUE;4500015875;20;109;A;C;C;C;C;C;C;A;111E;ZEL;2026-05-27;EXW;COLEYC;2026-06-02 00:00:00;;1004968;2026-05-27;2026-05-27;
180033695;10;ELN;SAP_WFRT;18:50:53;2026-06-02;9150197601;1001;1722;171A;5087;EA;5087;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-01;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3128029
180033696;10;ELN;SAP_WFRT;18:50:54;2026-06-02;9150197601;1001;1722;171A;4273;EA;4273;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-01;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3128029
180033698;10;ZELN;SAP_WFRT;19:15:06;2026-06-02;6270001001;1;1712;171A;10000;EA;10000;POUCH, H+ DTC TRIAL SET, US/CAN;4500016899;10;109;A;C;C;C;C;C;C;A;1712;ZEL;2026-06-14;EXW;PUSHIEK;2026-06-09 00:00:00;555670878;1000017;2026-06-01;;100000008
180033703;10;ZELN;SAP_WFRT;19:55:05;2026-06-02;6350003501;1;9997;178A;39144;EA;39144;PKG DEO CREAM 3.0 OZ TUBE UNSCENTED R3;4500016501;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-07-05;EXW;CHIUA;2026-06-18 00:00:00;DL1906;1011162;2026-06-03;2026-06-12;05
180033703;20;ZELN;SAP_WFRT;19:55:05;2026-06-02;6350003104;1;9997;178A;38678;EA;38678;PKG DEO CREAM 3.0 OZ TUBE COCONUT R3;4500016501;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-07-05;EXW;CHIUA;2026-06-18 00:00:00;DL1906;1011162;2026-06-03;2026-06-12;05
180033703;30;ZELN;SAP_WFRT;19:55:05;2026-06-02;6350003205;1;9997;178A;33552;EA;33552;PKG DEO CREAM 3.0 OZ TUBE PEONY R3;4500016501;30;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-07-05;EXW;CHIUA;2026-06-18 00:00:00;DL1906;1011162;2026-06-03;2026-06-12;05
180033703;40;ZELN;SAP_WFRT;19:55:05;2026-06-02;6350003410;1;9997;178A;33552;EA;33552;PKG DEO CREAM 3.0 OZ TUBE POWDER R3;4500016501;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-07-05;EXW;CHIUA;2026-06-18 00:00:00;DL1906;1011162;2026-06-03;2026-06-12;05
180033704;10;ZELN;SAP_WFRT;19:55:11;2026-06-02;6350002706;1;9997;;33120;EA;33120;PKG SOLID DEO 2.6 OZ STICK ALPINE R3;4500016809;10;109;A;C;C;C;C;C;C;A;9997;ZEL;2026-06-01;EXW;CHIUA;2026-06-18 00:00:00;DL1909;1011162;2026-06-02;2026-06-08;07
180033704;20;ZELN;SAP_WFRT;19:55:11;2026-06-02;6350002705;1;9997;;33120;EA;33120;PKG SOLID DEO 2.6 OZ STICK PEONY R3;4500016809;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-06-01;EXW;CHIUA;2026-06-18 00:00:00;DL1909;1011162;2026-06-02;2026-06-08;07
180033705;10;ZELN;SAP_WFRT;19:55:17;2026-06-02;6350002710;1;9997;;215280;EA;215280;PKG SOLID DEO 2.6 OZ STICK POWDER R3;4500016652;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-06-01;EXW;CHIUA;2026-06-18 00:00:00;DL1908;1011162;2026-06-02;2026-06-08;06
180033708;10;ELN;SAP_WFRT;21:10:36;2026-06-02;9150240301;6002;7816;178A;1680;EA;1680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-01;DAP;SAP_WFRT;2026-06-02 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3129176
180033710;10;ELN;SAP_WFRT;21:47:59;2026-06-02;9150197601;1001;1721;171A;4680;EA;4680;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-01;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3131930
180033711;10;ELN;SAP_WFRT;21:48:00;2026-06-02;9150197601;1001;1721;171A;2160;EA;2160;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-01;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3131930
180033712;10;ELN;SIDDIQZ;22:00:31;2026-06-02;9150240301;6002;7816;178A;2520;EA;2520;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-02;DAP;SIDDIQZ;2026-06-02 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3129176
180033713;10;ELN;SIDDIQZ;22:00:32;2026-06-02;9150240301;6002;7816;178A;4200;EA;4200;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-02;DAP;SIDDIQZ;2026-06-02 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3129176
180033714;10;ELN;SIDDIQZ;22:00:32;2026-06-02;9150197601;1001;1721;171A;1440;EA;1440;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-01;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-02;2026-06-02;3131930
180033716;10;ZELN;SAP_WFRT;04:05:05;2026-06-03;9050099306;1001;7101;171A;35568;EA;35568;H '25 TRUMAN VALUE PK G2++ EMBER US RTL;4500016105;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-29;EXW;;00:00:00;ZIMUXIA8564660;1001040;2026-06-02;;2114047593
180033717;10;ZELN;SAP_WFRT;04:05:11;2026-06-03;9050109001;1001;1714;171A;4320;EA;4320;H '25 TRUMAN G2++ GREEN DTC;4500016108;10;109;A;C;C;C;C;C;C;A;1714;ZEL;2026-07-09;EXW;;00:00:00;ZIMUXIA8564660;1001040;2026-06-02;;2114047592
180033718;10;ELN;SAP_WFRT;04:05:50;2026-06-03;9150197601;1001;1722;171A;3960;EA;3960;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-02;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3122543
180033719;10;ELN;SIDDIQZ;05:00:12;2026-06-03;9150197601;1001;1722;171A;4680;EA;4680;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-03;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3122543
180033720;10;ZELN;SAP_WFRT;12:30:05;2026-06-03;9050068701;1001;7101;171A;7776;EA;7776;F' 4CT REFILL - DOLPHIN REFRESH 2023;4500016765;10;109;C;C;C;C;C;C;C;C;7101;ZEL;2026-07-01;EXW;SAP_WFRT;2026-06-07 00:00:00;555493682;1005970;2026-06-02;2026-06-06;179066
180033721;10;ZELN;SAP_WFRT;12:30:16;2026-06-03;9050125301;1001;7101;171A;131040;EA;131040;H '25 REFILL 4CT G2++ US/CAN RTL;4500016732;10;109;C;C;C;C;C;C;C;C;7101;ZEL;2026-06-29;EXW;SAP_WFRT;2026-06-07 00:00:00;555493682;1005970;2026-06-02;2026-06-06;179065
180033724;10;ZELN;CHIUA;14:07:25;2026-06-03;9050099804;1001;1712;171A;2880;EA;2880;H '25 PLUS CLAY DTC (ENGRAVABLE);4500017332;10;109;A;C;C;C;C;C;C;A;1712;ZEL;2026-05-29;;PUSHIEK;2026-06-03 00:00:00;555628972;1012603;2026-05-29;;
180033726;10;ZELN;CHIUA;14:09:46;2026-06-03;9200002301;1001;1714;171A;202400;EA;202400;H '24 G3 PLUS CARTRIDGE W/ PROT CAP;4500016547;30;109;C;C;C;C;C;C;C;C;1714;ZEL;2026-05-29;;CHIUA;2026-06-05 00:00:00;8322899911;1012603;2026-05-29;2026-06-03;
180033731;10;ZELN;PUSHIEK;14:44:03;2026-06-03;9050092302;4001;1712;171A;632;EA;632;H '26 BODY WASH WILDLANDS 30OZ US;4500015524;20;109;C;C;C;C;C;C;C;C;1712;ZEL;2026-05-29;EXW;COLEYC;2026-06-15 00:00:00;555287565;1000776;2026-06-03;2026-06-09;
180033741;10;ZELN;PUSHIEK;17:38:29;2026-06-03;6360041001;1;1711;171A;21600;EA;21600;SHIPPER, H+ DTC MANUAL PURCHASE, US/CAN;4500016759;10;109;C;C;C;C;C;C;C;C;1711;ZEL;2026-06-02;EXW;COLEYC;2026-06-08 00:00:00;555780908;1002282;2026-06-03;2026-06-03;
180033746;10;ELN;SAP_WFRT;18:52:53;2026-06-03;9150197601;1001;1722;171A;4320;EA;4320;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-02;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3127134
180033749;10;ELN;SAP_WFRT;21:11:25;2026-06-03;9150240301;6002;7816;178A;8680;EA;8680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-02;DAP;SAP_WFRT;2026-06-03 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3129267
180033750;10;ELN;SAP_WFRT;21:18:56;2026-06-03;9150197601;1001;1721;171A;2160;EA;2160;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-02;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3132455
180033751;10;ELN;SAP_WFRT;21:18:56;2026-06-03;9150197601;1001;1721;171A;7200;EA;7200;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-02;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3132455
180033753;10;ZELN;SAP_WFRT;21:55:05;2026-06-03;6360043301;1;1711;171A;45000;EA;45000;BAG, H' MYSTERY BAG, SMALL 2025;4500016722;10;109;A;C;C;C;C;C;C;A;1711;ZEL;2026-06-02;EXW;SAP_WFRT;2026-06-03 00:00:00;2101675;1000017;2026-06-03;;100000010
180033754;10;ELN;SAP_WFRT;03:57:59;2026-06-04;9150197601;1001;1722;171A;4680;EA;4680;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-02;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3127135
180033755;10;ELN;SIDDIQZ;04:00:03;2026-06-04;9150197601;1001;1722;171A;3960;EA;3960;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-03;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-03;2026-06-03;3127135
180033758;10;ELN;BATCH_USER;14:55:45;2026-06-04;9050125401;1001;7101;171A;18000;EA;18000;H '25 REFILL 8CT G2++ US/CAN RTL;4500017515;10;101;A;C;C;C;C;C;C;A;7101;EL;2026-06-04;;;00:00:00;;1012389;2026-06-04;;0080199588
180033759;10;ZELN;SAP_WFRT;15:00:08;2026-06-04;9050144930;6002;7817;178A;13944;EA;13944;MANDO SOLID DEO 2.6 OZ FRONTIER FRESH;4500016532;40;109;A;C;C;C;C;C;C;A;178E;ZEL;2026-06-07;EXW;;00:00:00;1634715;1002434;2026-06-02;;524
180033762;10;ZELN;COLEYC;16:15:31;2026-06-04;9050133701;5002;1711;171A;5171;EA;5171;H '26 RAPID REST EYE PATCHES 6PK US DTC;4500015476;10;109;C;C;C;C;C;C;C;C;1711;ZEL;2026-05-31;;COLEYC;2026-06-04 00:00:00;;1013876;2026-05-31;2026-05-31;
180033767;10;ELN;SAP_WFRT;18:40:33;2026-06-04;9150197601;1001;1722;171A;8640;EA;8640;H' 26 WINSTON SET US RTL COSTCO;4500016214;10;101;C;C;C;C;C;C;C;C;1722;EL;2026-06-03;DAP;CHIUA;2026-06-05 00:00:00;99999999;1003563;2026-06-04;2026-06-04;3132483
180033769;10;ELN;SAP_WFRT;21:03:28;2026-06-04;9150240301;6002;7816;178A;8400;EA;8400;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-06-03;DAP;SAP_WFRT;2026-06-04 00:00:00;99999999;1003563;2026-06-04;2026-06-04;3129268
180033770;10;ELN;SAP_WFRT;21:23:19;2026-06-04;9150197601;1001;1721;171A;3600;EA;3600;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-03;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-04;2026-06-04;3133796
180033771;10;ELN;SAP_WFRT;21:23:20;2026-06-04;9150197601;1001;1721;171A;1440;EA;1440;H' 26 WINSTON SET US RTL COSTCO;4500016213;10;101;C;C;C;C;C;C;C;C;1721;EL;2026-06-03;DAP;CHIUA;2026-06-10 00:00:00;99999999;1003563;2026-06-04;2026-06-04;3133796
180033772;10;ZELN;SAP_WFRT;21:35:05;2026-06-04;9050059001;6002;1786;178A;9144;EA;9144;SOLID DEO 2.6OZ STICK UNSCENTED;4500016175;20;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-06-03;EXW;BLANTOS;2026-06-05 00:00:00;2160411;1010837;2026-06-04;2026-06-05;2606SDH00089641
180033774;10;ZELN;SAP_WFRT;21:35:11;2026-06-04;9050109811;6002;1786;178A;9840;EA;9840;SOLID DEO 2.6 OZ STICK VANILLA BLISS;4500015968;70;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-06-03;EXW;BLANTOS;2026-06-05 00:00:00;2160411;1010837;2026-06-04;2026-06-05;2606SDH00089640
