exception_id;po_number;line_item;material_id;supplier_id;supplier_name;plant;po_qty;open_qty;delivery_date;ibd_qty;chr_status;exception_type;priority;priority_score;panel;recommendation;evidence
322;4500017588;30;9050099304;;Intracompany transfer;7101;6480;6480;2026-06-15;6480;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500017588/30 delivered per carrier and IBD posted (6480 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
323;4500017588;40;9050089901;;Intracompany transfer;7101;24228;24228;2026-06-15;24228;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500017588/40 delivered per carrier and IBD posted (24228 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
324;4500017618;10;9050131301;;Intracompany transfer;7803;4440;4440;2026-06-11;4440;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017618/10 (4440 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
325;4500017618;20;9050131402;;Intracompany transfer;7803;3264;3264;2026-06-11;3264;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017618/20 (3264 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
326;4500017618;30;9050059303;;Intracompany transfer;7803;7008;7008;2026-06-11;7008;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017618/30 (7008 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
327;4500017619;10;9050131402;;Intracompany transfer;7803;5616;5616;2026-06-11;5616;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017619/10 (5616 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
328;4500017619;20;9050124104;;Intracompany transfer;7803;6660;6660;2026-06-11;6660;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017619/20 (6660 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
329;4500017619;30;9050124508;;Intracompany transfer;7803;4440;4440;2026-06-11;4440;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017619/30 (4440 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
330;4500017619;40;9050084923;;Intracompany transfer;7803;15552;15552;2026-06-11;15552;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017619/40 (15552 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
331;4500017621;10;6120007201;1000851;Uline- Chicago;1711;15000;15000;2026-06-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500017621/10 past due (2026-06-12) � no inbound delivery and no CHR shipment record exists. Escalate to Uline- Chicago immediately.;delivery_date < today AND no IBD AND no CHR match
332;4500017621;20;MSPK0111;1000851;Uline- Chicago;1711;9000;9000;2026-06-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500017621/20 past due (2026-06-12) � no inbound delivery and no CHR shipment record exists. Escalate to Uline- Chicago immediately.;delivery_date < today AND no IBD AND no CHR match
333;4500017622;10;9200003802;;Intracompany transfer;1734;2000;2000;2026-06-15;2000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017622/10 (2000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
334;4500017630;10;6360045301;1010320;Premier Packaging LLC;1786;21600;21600;2026-06-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500017630/10 past due (2026-06-12) � no inbound delivery and no CHR shipment record exists. Escalate to Premier Packaging LLC immediately.;delivery_date < today AND no IBD AND no CHR match
335;4500017630;20;6360037601;1010320;Premier Packaging LLC;1786;3750;3750;2026-06-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500017630/20 past due (2026-06-12) � no inbound delivery and no CHR shipment record exists. Escalate to Premier Packaging LLC immediately.;delivery_date < today AND no IBD AND no CHR match
336;4500017630;30;31172P;1010320;Premier Packaging LLC;1786;1200;1200;2026-06-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500017630/30 past due (2026-06-12) � no inbound delivery and no CHR shipment record exists. Escalate to Premier Packaging LLC immediately.;delivery_date < today AND no IBD AND no CHR match
337;4500017710;10;9050061501;;Intracompany transfer;1784;10000;10000;2026-06-16;10000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017710/10 (10000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
338;4500017710;20;9050061501;;Intracompany transfer;1784;16000;16000;2026-06-16;16000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017710/20 (16000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
339;4500017711;10;9050057006;;Intracompany transfer;1784;630;630;2026-06-16;630;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/10 (630 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
340;4500017711;20;9050061704;;Intracompany transfer;1784;1200;1200;2026-06-16;1200;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/20 (1200 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
341;4500017711;30;9050057009;;Intracompany transfer;1784;300;300;2026-06-16;300;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/30 (300 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
342;4500017711;40;9050064824;;Intracompany transfer;1784;840;840;2026-06-16;840;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/40 (840 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
343;4500017711;50;9050064823;;Intracompany transfer;1784;1260;1260;2026-06-16;1260;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/50 (1260 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
344;4500017711;60;9050062405;;Intracompany transfer;1784;2000;2000;2026-06-16;2000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/60 (2000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
345;4500017711;70;9050064826;;Intracompany transfer;1784;630;630;2026-06-16;630;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/70 (630 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
346;4500017711;80;9050110011;;Intracompany transfer;1784;1400;1400;2026-06-16;1400;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/80 (1400 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
347;4500017711;90;9050107527;;Intracompany transfer;1784;350;350;2026-06-16;350;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/90 (350 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
348;4500017711;100;9050074024;;Intracompany transfer;1784;180;180;2026-06-16;180;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/100 (180 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
349;4500017711;110;9050074025;;Intracompany transfer;1784;180;180;2026-06-16;180;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/110 (180 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
350;4500017711;120;9050061510;;Intracompany transfer;1784;1200;1200;2026-06-16;1200;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017711/120 (1200 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
351;4500017712;10;9050058103;;Intracompany transfer;1784;1410;1410;2026-06-16;1410;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/10 (1410 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
352;4500017712;20;9050058102;;Intracompany transfer;1784;1410;1410;2026-06-16;1410;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/20 (1410 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
353;4500017712;30;9050058105;;Intracompany transfer;1784;1410;1410;2026-06-16;1410;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/30 (1410 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
354;4500017712;40;9050058104;;Intracompany transfer;1784;1410;1410;2026-06-16;1410;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/40 (1410 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
355;4500017712;50;9050058101;;Intracompany transfer;1784;1410;1410;2026-06-16;1410;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/50 (1410 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
356;4500017712;60;9050059002;;Intracompany transfer;1784;504;504;2026-06-16;504;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/60 (504 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
357;4500017712;70;9050058102;;Intracompany transfer;1784;504;504;2026-06-16;504;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/70 (504 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
358;4500017712;80;9050059010;;Intracompany transfer;1784;300;300;2026-06-16;300;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/80 (300 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
359;4500017712;90;9050058110;;Intracompany transfer;1784;300;300;2026-06-16;300;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/90 (300 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
360;4500017712;110;9050058104;;Intracompany transfer;1784;600;600;2026-06-16;600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/110 (600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
361;4500017712;120;9050059003;;Intracompany transfer;1784;1008;1008;2026-06-16;1008;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/120 (1008 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
362;4500017712;130;9050058103;;Intracompany transfer;1784;1008;1008;2026-06-16;1008;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/130 (1008 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
363;4500017712;140;9050074824;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/140 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
364;4500017712;150;9050074825;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/150 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
365;4500017712;160;9050074823;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/160 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
366;4500017712;170;9050074821;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/170 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
367;4500017712;180;9050059003;;Intracompany transfer;1784;600;600;2026-06-16;600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/180 (600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
368;4500017712;190;9050063713;;Intracompany transfer;1784;600;600;2026-06-16;600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/190 (600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
369;4500017712;210;9050063814;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/210 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
370;4500017712;220;9050064723;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/220 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
371;4500017712;230;9050074823;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/230 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
372;4500017712;240;9050058102;;Intracompany transfer;1784;2208;2208;2026-06-16;2208;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/240 (2208 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
373;4500017712;250;9050059302;;Intracompany transfer;1784;2208;2208;2026-06-16;2208;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/250 (2208 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
374;4500017712;260;9050058103;;Intracompany transfer;1784;2904;2904;2026-06-16;2904;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/260 (2904 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
375;4500017712;270;9050059303;;Intracompany transfer;1784;2904;2904;2026-06-16;2904;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/270 (2904 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
376;4500017712;280;9050085024;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/280 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
377;4500017712;290;9050084924;;Intracompany transfer;1784;108;108;2026-06-16;108;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/290 (108 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
378;4500017712;300;9050107527;;Intracompany transfer;1784;96;96;2026-06-16;96;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/300 (96 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
379;4500017712;310;9050064727;;Intracompany transfer;1784;96;96;2026-06-16;96;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/310 (96 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
380;4500017712;330;9050064725;;Intracompany transfer;1784;1104;1104;2026-06-16;1104;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/330 (1104 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
381;4500017712;340;9050064723;;Intracompany transfer;1784;1104;1104;2026-06-16;1104;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/340 (1104 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
382;4500017712;350;9050058208;;Intracompany transfer;1784;720;720;2026-06-16;720;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/350 (720 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
383;4500017712;360;9050059010;;Intracompany transfer;1784;720;720;2026-06-16;720;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/360 (720 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
384;4500017712;370;9050058208;;Intracompany transfer;1784;1100;1100;2026-06-16;1100;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/370 (1100 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
385;4500017712;380;9050061501;;Intracompany transfer;1784;1100;1100;2026-06-16;1100;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/380 (1100 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
386;4500017712;390;9050133810;;Intracompany transfer;1784;2100;2100;2026-06-16;2100;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/390 (2100 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
387;4500017712;400;9050134410;;Intracompany transfer;1784;2100;2100;2026-06-16;2100;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017712/400 (2100 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
388;4500017713;20;9050062405;;Intracompany transfer;1784;1008;1008;2026-06-16;1008;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/20 (1008 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
389;4500017713;30;9050063713;;Intracompany transfer;1784;864;864;2026-06-16;864;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/30 (864 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
390;4500017713;40;9050064925;;Intracompany transfer;1784;408;408;2026-06-16;408;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/40 (408 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
391;4500017713;50;9050064923;;Intracompany transfer;1784;600;600;2026-06-16;600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/50 (600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
392;4500017713;60;9050061704;;Intracompany transfer;1784;3204;3204;2026-06-16;3204;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/60 (3204 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
393;4500017713;70;9050057006;;Intracompany transfer;1784;700;700;2026-06-16;700;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/70 (700 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
394;4500017713;80;9050064115;;Intracompany transfer;1784;432;432;2026-06-16;432;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/80 (432 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
395;4500017713;90;9050054102;;Intracompany transfer;1784;300;300;2026-06-16;300;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017713/90 (300 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
396;4500017714;10;9050058308;;Intracompany transfer;1784;10356;10356;2026-06-16;10356;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017714/10 (10356 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
397;4500017714;20;9050066723;;Intracompany transfer;1784;1200;1200;2026-06-16;1200;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017714/20 (1200 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
398;4500017714;30;9050126101;;Intracompany transfer;1784;1602;1602;2026-06-16;1602;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017714/30 (1602 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
399;4500017714;40;9050126201;;Intracompany transfer;1784;9936;9936;2026-06-16;9936;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017714/40 (9936 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
400;4500017714;50;9050058208;;Intracompany transfer;1784;24000;24000;2026-06-16;24000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500017714/50 (24000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
