exception_id;po_number;line_item;material_id;supplier_id;supplier_name;plant;po_qty;open_qty;delivery_date;ibd_qty;chr_status;exception_type;priority;priority_score;panel;recommendation;evidence
85;4500015969;40;9050064723;1002434;Twincraft Inc.;7803;70800;70800;2026-05-29;73536;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015969/40 (73536 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
86;4500015969;50;9050064725;1002434;Twincraft Inc.;7803;9336;9336;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/50 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
87;4500015969;60;9050064727;1002434;Twincraft Inc.;7803;22320;22320;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/60 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
88;4500015969;70;9050064723;1002434;Twincraft Inc.;1787;11520;11520;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/70 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
89;4500015969;80;9050064723;1002434;Twincraft Inc.;7817;3840;3840;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/80 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
90;4500015969;90;9050064723;1002434;Twincraft Inc.;7818;3840;3840;2026-05-29;3840;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015969/90 (3840 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
91;4500015969;110;9050064727;1002434;Twincraft Inc.;7817;3840;3840;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/110 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
92;4500015969;130;9050064727;1002434;Twincraft Inc.;1787;3840;3840;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/130 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
93;4500015969;140;9050064725;1002434;Twincraft Inc.;7817;3840;3840;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/140 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
94;4500015969;150;9050064725;1002434;Twincraft Inc.;7818;3840;3840;2026-05-29;3840;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015969/150 (3840 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
95;4500015969;170;9050064725;1002434;Twincraft Inc.;1787;11520;11520;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015969/170 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Twincraft Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
96;4500015973;10;9050059006;1010837;SV Labs Inc.;1786;10000;10000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015973/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
97;4500016007;10;9050059009;1010837;SV Labs Inc.;7803;20000;20000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016007/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
98;4500016008;10;9050133911;1010837;SV Labs Inc.;7803;43000;43000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016008/10 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
99;4500016008;20;9050133911;1010837;SV Labs Inc.;1786;5000;5000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016008/20 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
100;4500016008;30;9050135031;1010837;SV Labs Inc.;7803;43000;43000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016008/30 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
101;4500016008;40;9050135031;1010837;SV Labs Inc.;1786;5000;5000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016008/40 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
102;4500016013;20;9050056202;1009986;Apex International Mfg., LLC;1786;9000;9000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016013/20 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
103;4500016013;30;9050056202;1009986;Apex International Mfg., LLC;7803;1000;1000;2026-05-15;1440;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016013/30 (1440 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
104;4500016013;40;9050056202;1009986;Apex International Mfg., LLC;1787;5000;5000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016013/40 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
105;4500016013;50;9050056203;1009986;Apex International Mfg., LLC;1787;10000;10000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016013/50 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
106;4500016013;60;9050056204;1009986;Apex International Mfg., LLC;1786;10000;10000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016013/60 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
107;4500016013;70;9050056210;1009986;Apex International Mfg., LLC;1787;15000;15000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016013/70 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
108;4500016014;10;9050057002;1009986;Apex International Mfg., LLC;1787;10000;10000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016014/10 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
109;4500016014;20;9050110011;1009986;Apex International Mfg., LLC;1786;10000;10000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016014/20 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
110;4500016014;40;9050064825;1009986;Apex International Mfg., LLC;1787;10000;10000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016014/40 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
111;4500016017;50;9050083201;1010837;SV Labs Inc.;1786;10000;10000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016017/50 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
112;4500016018;80;9050083201;1010837;SV Labs Inc.;1787;5000;5000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016018/80 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
113;4500016018;90;9050083210;1010837;SV Labs Inc.;1787;15000;15000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016018/90 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
114;4500016020;90;6350007724;1000019;CCL Tube, Inc.;9997;25000;6458;2026-04-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016020/90 past due (2026-04-15) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
115;4500016025;10;9200001301;1000026;Feintechnik GmbH Eisfeld;9999;54000;54000;2026-06-16;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016025/10 past due (2026-06-16) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
116;4500016026;10;9050097102;1004803;Oxygen Development LLC;7101;25000;25000;2026-06-29;;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"Shipment for PO 4500016026/10 is in transit ('In Transit'); ASN/IBD expected once delivered.";CHR status=In Transit, no IBD yet
117;4500016039;10;9050013401;1000026;Feintechnik GmbH Eisfeld;9999;486000;486000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016039/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
118;4500016041;10;9050013404;1000026;Feintechnik GmbH Eisfeld;9999;45000;45000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016041/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
119;4500016042;10;9050013404;1000026;Feintechnik GmbH Eisfeld;9998;27000;27000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016042/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
120;4500016076;10;6350047701;1009321;Silgan Dispensing Systems;9999;25000;25000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016076/10 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Silgan Dispensing Systems immediately.;delivery_date < today AND no IBD AND no CHR match
121;4500016105;10;9050099306;1001040;Hi-P Manufacturing Co., Ltd.;7101;87048;87048;2026-07-30;39312;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016105/10 (39312 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
122;4500016106;10;9050099401;1001040;Hi-P Manufacturing Co., Ltd.;7101;7560;7560;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016106/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
123;4500016107;10;9050099402;1001040;Hi-P Manufacturing Co., Ltd.;7101;43992;43992;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016107/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
124;4500016108;10;9050109001;1001040;Hi-P Manufacturing Co., Ltd.;1714;4320;4320;2026-07-10;4320;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016108/10 (4320 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
125;4500016114;10;9050116501;1001040;Hi-P Manufacturing Co., Ltd.;1714;51000;51000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016114/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
126;4500016120;10;9200004701;1001040;Hi-P Manufacturing Co., Ltd.;9999;48960;48960;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016120/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
127;4500016121;10;9200004702;1001040;Hi-P Manufacturing Co., Ltd.;9999;48960;48960;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016121/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
128;4500016123;10;9200004701;1001040;Hi-P Manufacturing Co., Ltd.;1722;79560;79560;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016123/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
129;4500016138;10;9200003903;1009089;Paishing Technology - Vietnam;1722;12000;12000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016138/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to Paishing Technology - Vietnam immediately.;delivery_date < today AND no IBD AND no CHR match
130;4500016158;10;9200002701;1009011;Dorco;1722;187200;187200;2026-06-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016158/10 past due (2026-06-01) � no inbound delivery and no CHR shipment record exists. Escalate to Dorco immediately.;delivery_date < today AND no IBD AND no CHR match
131;4500016159;10;9050099801;1012603;NPI Medical, Inc;1711;14400;9720;2026-04-30;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500016159 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 10. Follow up with NPI Medical, Inc / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
132;4500016160;10;9050099801;1012603;NPI Medical, Inc;1712;2880;2880;2026-04-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016160/10 past due (2026-04-30) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
133;4500016161;10;9050099801;1012603;NPI Medical, Inc;1714;8640;8640;2026-04-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016161/10 past due (2026-04-30) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
134;4500016162;10;9050099802;1012603;NPI Medical, Inc;1711;5760;5760;2026-04-30;;In Transit;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;PO 4500016162/10 is past due (2026-04-30) and still shows 'In Transit' with carrier. Expedite / request firm ETA.;CHR status=In Transit, no IBD yet
135;4500016170;10;9200000201;1005551;BIC VIOLEX S.A.;9999;84000;84000;2026-05-26;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016170/10 past due (2026-05-26) � no inbound delivery and no CHR shipment record exists. Escalate to BIC VIOLEX S.A. immediately.;delivery_date < today AND no IBD AND no CHR match
136;4500016175;10;9050059001;1010837;SV Labs Inc.;7803;20000;20000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/10 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
137;4500016175;20;9050059001;1010837;SV Labs Inc.;1786;20000;10856;2026-05-29;9144;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016175/20 (9144 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
138;4500016175;30;9050059001;1010837;SV Labs Inc.;1787;20000;13520;2026-05-29;6480;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016175/30 (6480 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
139;4500016175;90;9050059006;1010837;SV Labs Inc.;1787;15000;15000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/90 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
140;4500016175;100;9050059009;1010837;SV Labs Inc.;1787;10000;10000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/100 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
141;4500016175;110;9050059010;1010837;SV Labs Inc.;1787;30000;30000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/110 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
142;4500016175;120;9050109811;1010837;SV Labs Inc.;7803;30000;30000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/120 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
143;4500016175;150;9050064724;1010837;SV Labs Inc.;1787;17304;17304;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016175/150 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
144;4500016189;10;9050132501;1000776;Chemaid Laboratories Inc;1711;8244;72;2026-04-07;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500016189 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 10. Follow up with Chemaid Laboratories Inc / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
145;4500016213;10;9150197601;1003563;Menasha Packaging Company;1721;374400;299520;2026-04-27;156600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016213/10 (156600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
146;4500016214;10;9150197601;1003563;Menasha Packaging Company;1722;345600;235440;2026-04-27;53280;;QTY_MISMATCH;High;3;ACTION_REQUIRED;Qty mismatch on PO 4500016214/10: SAP shows 110160 received but inbound delivery only carries 53280. Investigate short-shipment / data gap.;"IBD exists, no CHR; GR posted (110160) exceeds IBD qty (53280)"
147;4500016223;90;6350064523;1011162;Viva Distribution (Canada) Ltd.;9997;33120;33120;2026-04-27;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016223/90 past due (2026-04-27) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
148;4500016259;10;9050136601;1012574;Charles E Green & Sons, Inc.;1722;40000;40000;2026-06-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016259/10 past due (2026-06-10) � no inbound delivery and no CHR shipment record exists. Escalate to Charles E Green & Sons, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
149;4500016260;50;6350002299;1011162;Viva Distribution (Canada) Ltd.;9997;140760;140760;2026-05-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016260/50 past due (2026-05-01) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
150;4500016261;10;6350074401;1011162;Viva Distribution (Canada) Ltd.;9997;86940;4140;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016261/10 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
151;4500016266;10;9050143001;1013991;Prime Matter Labs West, LLC;1722;20000;20000;2026-05-27;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016266/10 past due (2026-05-27) � no inbound delivery and no CHR shipment record exists. Escalate to Prime Matter Labs West, LLC immediately.;delivery_date < today AND no IBD AND no CHR match
152;4500016267;10;9050143101;1013991;Prime Matter Labs West, LLC;1722;20000;20000;2026-05-27;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016267/10 past due (2026-05-27) � no inbound delivery and no CHR shipment record exists. Escalate to Prime Matter Labs West, LLC immediately.;delivery_date < today AND no IBD AND no CHR match
153;4500016268;10;9050143201;1013991;Prime Matter Labs West, LLC;1722;20000;20000;2026-05-27;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016268/10 past due (2026-05-27) � no inbound delivery and no CHR shipment record exists. Escalate to Prime Matter Labs West, LLC immediately.;delivery_date < today AND no IBD AND no CHR match
154;4500016271;20;6350074701;1013036;The Salford Valve Company Limited t;9997;64800;64800;2026-05-29;64800;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016271/20 (64800 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
155;4500016271;30;6350074601;1013036;The Salford Valve Company Limited t;9997;64800;64800;2026-05-29;64800;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016271/30 (64800 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
156;4500016271;40;6350074501;1013036;The Salford Valve Company Limited t;9997;30600;30600;2026-05-29;30600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016271/40 (30600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
157;4500016313;10;9050136427;1002434;Twincraft Inc.;7803;50000;50000;2026-05-25;48720;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016313/10 (48720 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
158;4500016320;60;9050108001;;Intracompany transfer;1711;180;180;2026-03-16;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500016320 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 60. Follow up with Intracompany transfer / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
159;4500016347;10;9050068701;1005970;Howell;7101;181440;7776;2026-06-05;77760;Delivered;QTY_MISMATCH;High;3;ACTION_REQUIRED;Qty mismatch on PO 4500016347/10: SAP GR (173664) exceeds inbound delivery qty (77760) despite CHR status 'Delivered'. Investigate.;"IBD+CHR both exist; GR (173664) > IBD qty (77760)"
160;4500016363;10;6350034501;1000019;CCL Tube, Inc.;9997;35000;35000;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016363/10 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
161;4500016363;20;6350034602;1000019;CCL Tube, Inc.;9997;30000;30000;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016363/20 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
162;4500016363;30;6350034703;1000019;CCL Tube, Inc.;9997;75000;75000;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016363/30 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
163;4500016363;40;6350014102;1000019;CCL Tube, Inc.;9997;25000;25000;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016363/40 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
164;4500016370;10;9050059001;1002434;Twincraft Inc.;1786;11520;11520;2026-07-03;11520;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016370/10 (11520 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
165;4500016370;30;9050059001;1002434;Twincraft Inc.;7803;18480;18480;2026-07-03;18504;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016370/30 (18504 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
166;4500016383;10;9050013404;1000026;Feintechnik GmbH Eisfeld;1113;9000;9000;2026-06-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016383/10 past due (2026-06-01) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
167;4500016403;10;9200001801;1000026;Feintechnik GmbH Eisfeld;9999;240000;240000;2026-06-13;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016403/10 past due (2026-06-13) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
168;4500016418;10;9050068801;1012389;RJW Logistics, LLC;7101;5760;5760;2026-04-02;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016418/10 past due (2026-04-02) � no inbound delivery and no CHR shipment record exists. Escalate to RJW Logistics, LLC immediately.;delivery_date < today AND no IBD AND no CHR match
169;4500016425;30;9050125612;;Intracompany transfer;7101;20736;432;2026-03-23;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500016425 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 30. Follow up with Intracompany transfer / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
